invoice_id,invoice_record_index,decision,known_violation,reasons,hospital_id
INV-H2-000948,948,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000951,951,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000952,952,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000954,954,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000955,955,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000965,965,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000967,967,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-000969,969,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000972,972,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000974,974,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000975,975,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000978,978,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000980,980,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000985,985,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000987,987,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000988,988,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000989,989,erroneous,True,cap_actual_quantity_unknown|expected_total_unknown|service_match_unresolved,H2
INV-H2-000990,990,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000991,991,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000994,994,review,False,duplicate_correction_not_approved_for_hospital|expected_total_unknown,H2
INV-H2-000996,996,review,False,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000998,998,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-001006,1006,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001007,1007,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001008,1008,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001011,1011,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-001013,1013,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001016,1016,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001017,1017,erroneous,True,bundle_eligibility_uncertain|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001021,1021,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001022,1022,review,False,bundle_eligibility_uncertain|contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001023,1023,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-001024,1024,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001025,1025,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001028,1028,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-001029,1029,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001030,1030,erroneous,True,bundle_eligibility_uncertain|contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001032,1032,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001033,1033,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001034,1034,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001036,1036,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-001038,1038,erroneous,True,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001039,1039,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001041,1041,erroneous,True,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001042,1042,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-001044,1044,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001045,1045,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001050,1050,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001054,1054,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001055,1055,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001056,1056,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001058,1058,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001060,1060,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001063,1063,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001064,1064,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001073,1073,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001074,1074,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001076,1076,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001077,1077,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001078,1078,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-001081,1081,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001082,1082,review,False,bundle_eligibility_uncertain|contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001083,1083,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001086,1086,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001087,1087,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001090,1090,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001095,1095,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001098,1098,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001100,1100,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001102,1102,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001106,1106,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001107,1107,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001109,1109,erroneous,True,expected_total_unknown|service_match_unresolved,H2
INV-H2-001111,1111,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001112,1112,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-001115,1115,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001117,1117,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001120,1120,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001123,1123,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001127,1127,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-001128,1128,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001129,1129,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001130,1130,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-001131,1131,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-001132,1132,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H3-000008,8,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000011,11,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000012,12,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000015,15,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000016,16,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000017,17,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review,H3
INV-H3-000018,18,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000020,20,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000021,21,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000021,71,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000023,23,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000024,24,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000026,26,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000027,27,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000029,29,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000030,30,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000031,31,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000038,38,erroneous,True,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000042,42,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000044,44,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000049,49,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000051,51,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000052,52,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000053,53,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000062,62,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|duplicate_correction_not_approved_for_hospital|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000064,64,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review,H3
INV-H3-000066,66,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000067,67,erroneous,True,cap_actual_quantity_unknown|expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000070,70,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000072,72,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000075,75,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000077,77,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000078,78,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000082,82,review,False,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000083,83,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000084,84,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000085,85,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000085,101,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000086,86,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000087,87,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000088,88,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000089,89,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000090,90,review,False,contractual_dual_unit_unresolved|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000091,91,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000093,93,erroneous,True,bundle_eligibility_uncertain|cap_actual_quantity_unknown|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000094,94,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000095,95,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000096,96,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000098,98,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000102,102,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000103,103,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000104,104,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000106,106,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000107,107,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000108,108,review,False,contractual_dual_unit_unresolved|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000109,109,erroneous,True,duplicate_correction_not_approved_for_hospital|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000110,110,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000111,111,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000112,112,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000114,114,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000117,117,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000118,118,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000120,120,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000123,123,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000124,124,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000125,125,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000126,126,review,False,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000127,127,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000128,128,erroneous,True,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000129,129,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000130,130,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000131,131,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000132,132,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000134,134,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000135,135,review,False,contractual_dual_unit_unresolved|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000136,136,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000137,137,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000138,138,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000140,140,erroneous,True,expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000141,141,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000142,142,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000143,143,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000144,144,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000146,146,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000147,147,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000148,148,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000148,345,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000149,149,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000150,150,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000151,151,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000152,152,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000154,154,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000155,155,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000156,156,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000157,157,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000158,158,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000159,159,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000160,160,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000161,161,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000163,163,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000164,164,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000165,165,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000167,167,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000168,168,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000169,169,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000170,170,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000171,171,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000172,172,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000173,173,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000174,174,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000175,175,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000176,176,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000177,177,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000178,178,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H3
INV-H3-000179,179,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000180,180,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000181,181,review,False,expected_total_unknown|service_match_unresolved,H3
INV-H3-000182,182,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000183,183,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000184,184,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000185,185,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000187,187,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000188,188,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000190,190,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000193,193,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000194,194,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H3
INV-H3-000195,195,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000196,196,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000197,197,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000198,198,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000199,199,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000200,200,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000201,201,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000202,202,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000203,203,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000204,204,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000205,205,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000207,207,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000209,209,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000210,210,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000212,212,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000214,214,erroneous,True,duplicate_correction_not_approved_for_hospital|expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000215,215,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000216,216,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H3
INV-H3-000217,217,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000218,218,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000219,219,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000220,220,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000221,221,erroneous,True,expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H3
INV-H3-000222,222,erroneous,True,duplicate_correction_not_approved_for_hospital|expected_total_unknown,H3
INV-H3-000223,223,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000224,224,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000225,225,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000226,226,erroneous,True,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000227,227,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000228,228,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000229,229,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000230,230,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
INV-H3-000231,231,review,False,expected_total_unknown|volume_discount_uncertain,H3
INV-H3-000232,232,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H3
