invoice_id,invoice_record_index,evaluation_split,decision,known_violation,requires_review,expected_total_cents,billed_total_cents,violations,uncertainty
INV-H1-000310,310,development,correct,False,False,2067950,2067950,,
INV-H1-000311,311,development,correct,False,False,5054797,5054797,,
INV-H1-000312,312,development,review,False,True,,3271467,,service_match_unresolved
INV-H1-000313,313,development,review,False,True,,2000710,,service_match_unresolved|volume_discount_uncertain
INV-H1-000314,314,development,correct,False,False,1964300,1964300,,
INV-H1-000315,315,held_aside,correct,False,False,2377226,2377226,,
INV-H1-000316,316,development,correct,False,False,3615350,3615350,,
INV-H1-000317,317,development,correct,False,False,3938225,3938225,,
INV-H1-000318,318,development,correct,False,False,2883937,2883937,,
INV-H1-000319,319,held_aside,review,False,True,,1087921,,volume_discount_uncertain
INV-H1-000320,320,development,review,False,True,,3917514,,service_match_unresolved
INV-H1-000321,321,development,review,False,True,,1654264,,volume_discount_uncertain
INV-H1-000322,322,development,correct,False,False,5109300,5109300,,
INV-H1-000323,323,development,review,False,True,,3047421,,volume_discount_uncertain
INV-H1-000324,324,development,review,False,True,,2108575,,service_match_unresolved
INV-H1-000325,325,development,correct,False,False,536860,536860,,
INV-H1-000326,326,development,correct,False,False,4087586,4087586,,
INV-H1-000327,327,held_aside,correct,False,False,2505119,2505119,,
INV-H1-000328,328,development,correct,False,False,1134870,1134870,,
INV-H1-000329,329,development,review,False,True,,3910743,,service_match_unresolved
INV-H1-000330,330,held_aside,correct,False,False,2678730,2678730,,
INV-H1-000331,331,development,correct,False,False,3391248,3391248,,
INV-H1-000332,332,development,review,False,True,,2651838,,service_match_unresolved
INV-H1-000333,333,held_aside,correct,False,False,1720900,1720900,,
INV-H1-000334,334,development,review,False,True,,3936038,,volume_discount_uncertain
INV-H1-000335,335,development,review,False,True,,3255685,,service_match_unresolved
INV-H1-000336,336,development,review,False,True,,6942726,,service_match_unresolved
INV-H1-000337,337,development,correct,False,False,2136588,2136588,,
INV-H1-000338,338,development,review,False,True,,2344149,,service_match_unresolved
INV-H1-000339,339,development,correct,False,False,3912969,3912969,,
INV-H1-000340,340,development,correct,False,False,576905,576905,,
INV-H1-000341,341,development,review,False,True,,4071914,,service_match_unresolved
INV-H1-000342,342,held_aside,correct,False,False,1577666,1577666,,
INV-H1-000343,343,development,correct,False,False,3194404,3194404,,
INV-H1-000344,344,development,correct,False,False,1373305,1373305,,
INV-H1-000345,345,development,review,False,True,,4950257,,volume_discount_uncertain
INV-H1-000346,346,development,review,False,True,,3645988,,volume_discount_uncertain
INV-H1-000347,347,development,review,False,True,,1686851,,service_match_unresolved
INV-H1-000348,348,development,erroneous,True,True,,4415338,line_amount|unit_price,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H1-000349,349,development,review,False,True,,3901242,,service_match_unresolved
INV-H1-000350,350,development,correct,False,False,3941391,3941391,,
INV-H1-000351,351,held_aside,correct,False,False,2695558,2695558,,
INV-H1-000352,352,held_aside,erroneous,True,False,1772000,1971430,invoice_amount|invoice_arithmetic|line_amount|unit_price,
INV-H1-000353,353,development,correct,False,False,4603398,4603398,,
INV-H1-000354,354,development,correct,False,False,1285121,1285121,,
INV-H1-000355,355,held_aside,correct,False,False,2311350,2311350,,
INV-H1-000356,356,held_aside,correct,False,False,1688485,1688485,,
INV-H1-000357,357,development,correct,False,False,2148982,2148982,,
INV-H1-000358,358,held_aside,correct,False,False,1266351,1266351,,
INV-H1-000359,359,development,review,False,True,,1190493,,service_match_unresolved
INV-H1-000360,360,held_aside,correct,False,False,1356858,1356858,,
INV-H1-000361,361,development,review,False,True,,5582221,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000362,362,development,erroneous,True,False,2585375,2702627,invoice_amount|line_amount|unit_price,
INV-H1-000363,363,development,review,False,True,,4940256,,volume_discount_uncertain
INV-H1-000364,364,held_aside,correct,False,False,2135850,2135850,,
INV-H1-000365,365,development,correct,False,False,851758,851758,,
INV-H1-000366,366,development,correct,False,False,3533188,3533188,,
INV-H1-000367,367,held_aside,correct,False,False,5712533,5712533,,
INV-H1-000368,368,development,review,False,True,,2639691,,volume_discount_uncertain
INV-H1-000369,369,development,erroneous,True,True,,5369613,unit_basis,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000370,370,development,review,False,True,,5129544,,volume_discount_uncertain
INV-H1-000371,371,development,correct,False,False,4868595,4868595,,
INV-H1-000372,372,development,review,False,True,,2622700,,service_match_unresolved
INV-H1-000373,373,development,correct,False,False,4111730,4111730,,
INV-H1-000374,374,development,correct,False,False,2654366,2654366,,
INV-H1-000375,375,development,correct,False,False,2522051,2522051,,
INV-H1-000376,376,development,correct,False,False,1924073,1924073,,
INV-H1-000377,377,development,correct,False,False,1769400,1769400,,
INV-H1-000378,378,development,correct,False,False,4478725,4478725,,
INV-H1-000379,379,development,correct,False,False,1597325,1597325,,
INV-H1-000380,380,development,review,False,True,,2229670,,service_match_unresolved
INV-H1-000381,381,development,review,False,True,,3752825,,service_match_unresolved
INV-H1-000382,382,development,correct,False,False,491735,491735,,
INV-H1-000383,383,held_aside,review,False,True,,4803754,,service_match_unresolved
INV-H1-000384,384,held_aside,review,False,True,,2900825,,service_match_unresolved
INV-H1-000385,385,development,review,False,True,,5418912,,service_match_unresolved|volume_discount_uncertain
INV-H1-000386,386,development,review,False,True,,993200,,service_match_unresolved
INV-H1-000387,387,development,review,False,True,,2527815,,service_match_unresolved
INV-H1-000388,388,development,correct,False,False,1449822,1449822,,
INV-H1-000389,389,development,correct,False,False,808400,808400,,
INV-H1-000390,390,development,correct,False,False,3234713,3234713,,
INV-H1-000391,391,development,correct,False,False,1280575,1280575,,
INV-H1-000392,392,development,correct,False,False,1284269,1284269,,
INV-H1-000393,393,held_aside,correct,False,False,1456650,1456650,,
INV-H1-000394,394,development,review,False,True,,3151289,,service_match_unresolved|volume_discount_uncertain
INV-H1-000395,395,development,correct,False,False,2080896,2080896,,
INV-H1-000396,396,development,correct,False,False,3461313,3461313,,
INV-H1-000397,397,development,correct,False,False,545155,545155,,
INV-H1-000398,398,development,correct,False,False,2007470,2007470,,
INV-H1-000399,399,development,correct,False,False,2366250,2366250,,
INV-H1-000400,400,held_aside,review,False,True,,2752565,,service_match_unresolved
INV-H1-000401,401,development,review,False,True,,5262007,,volume_discount_uncertain
INV-H1-000402,402,development,correct,False,False,4234035,4234035,,
INV-H1-000403,403,development,review,False,True,,4418733,,volume_discount_uncertain
INV-H1-000404,404,development,correct,False,False,4829725,4829725,,
INV-H1-000405,405,development,review,False,True,,3411350,,service_match_unresolved
INV-H1-000406,406,development,review,False,True,,2423583,,service_match_unresolved|volume_discount_uncertain
INV-H1-000407,407,development,review,False,True,,1979738,,volume_discount_uncertain
INV-H1-000408,408,development,correct,False,False,2481807,2481807,,
INV-H1-000409,409,development,review,False,True,,2308621,,volume_discount_uncertain
INV-H1-000410,410,development,erroneous,True,True,,971719,unit_price,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000411,411,development,review,False,True,,5180539,,volume_discount_uncertain
INV-H1-000412,412,held_aside,correct,False,False,2080883,2080883,,
INV-H1-000413,413,held_aside,correct,False,False,2339140,2339140,,
INV-H1-000414,414,development,review,False,True,,2722135,,volume_discount_uncertain
INV-H1-000415,415,development,review,False,True,,3968488,,service_match_unresolved
INV-H1-000416,416,development,review,False,True,,4179994,,volume_discount_uncertain
INV-H1-000417,417,development,correct,False,False,2093475,2093475,,
INV-H1-000418,418,development,correct,False,False,1869430,1869430,,
INV-H1-000419,419,development,review,False,True,,3815623,,service_match_unresolved
INV-H1-000420,420,development,review,False,True,,3323354,,service_match_unresolved
INV-H1-000421,421,development,correct,False,False,2719245,2719245,,
INV-H1-000422,422,development,review,False,True,,3506629,,service_match_unresolved
INV-H1-000423,423,development,correct,False,False,1024610,1024610,,
INV-H1-000424,424,development,review,False,True,,2025556,,volume_discount_uncertain
INV-H1-000425,425,development,correct,False,False,1800975,1800975,,
INV-H1-000426,426,development,review,False,True,,3325694,,volume_discount_uncertain
INV-H1-000427,427,development,correct,False,False,3572085,3572085,,
INV-H1-000428,428,held_aside,review,False,True,,3561933,,volume_discount_uncertain
INV-H1-000429,429,development,erroneous,True,True,,4112388,invoice_arithmetic|invoice_identifier|record_join|service_date,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000430,430,development,correct,False,False,1157907,1157907,,
INV-H1-000431,431,development,review,False,True,,3632283,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H1-000432,432,development,correct,False,False,2112125,2112125,,
INV-H1-000433,433,development,review,False,True,,2288782,,service_match_unresolved
INV-H1-000434,434,held_aside,review,False,True,,2387865,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000435,435,development,review,False,True,,3068051,,service_match_unresolved
INV-H1-000436,436,development,review,False,True,,3772569,,service_match_unresolved
INV-H1-000437,437,development,review,False,True,,621988,,volume_discount_uncertain
INV-H1-000438,438,development,review,False,True,,3797347,,service_match_unresolved
INV-H1-000439,439,development,correct,False,False,3233525,3233525,,
INV-H1-000440,440,development,review,False,True,,4267224,,service_match_unresolved|volume_discount_uncertain
INV-H1-000441,441,development,review,False,True,,4280274,,service_match_unresolved
INV-H1-000442,442,development,review,False,True,,2907688,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000443,443,development,review,False,True,,3348335,,service_match_unresolved
INV-H1-000444,444,development,correct,False,False,977472,977472,,
INV-H1-000445,445,development,review,False,True,,4150329,,service_match_unresolved
INV-H1-000446,446,development,correct,False,False,3016748,3016748,,
INV-H1-000447,447,development,review,False,True,,3929492,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H1-000448,448,development,correct,False,False,1964750,1964750,,
INV-H1-000449,449,development,review,False,True,,1815814,,volume_discount_uncertain
INV-H1-000450,450,development,review,False,True,,3750785,,service_match_unresolved
INV-H1-000451,451,development,review,False,True,,1300046,,volume_discount_uncertain
INV-H1-000452,452,development,review,False,True,,3922869,,service_match_unresolved
INV-H1-000453,453,development,correct,False,False,3003799,3003799,,
INV-H1-000454,454,development,review,False,True,,2777454,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H1-000455,455,development,correct,False,False,957925,957925,,
INV-H1-000456,456,development,review,False,True,,448050,,service_match_unresolved
INV-H1-000457,457,development,erroneous,True,True,,3516982,invoice_arithmetic|invoice_identifier|record_join|service_date|unit_basis,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|retention_or_payable_quantity_requires_review
INV-H1-000458,458,development,erroneous,True,True,,1899303,unit_price,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000459,459,development,review,False,True,,3069167,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000460,460,development,review,False,True,,4453748,,service_match_unresolved
INV-H1-000461,461,development,review,False,True,,1580476,,service_match_unresolved|volume_discount_uncertain
INV-H1-000462,462,development,correct,False,False,4025065,4025065,,
INV-H1-000463,463,development,correct,False,False,1625250,1625250,,
INV-H1-000464,464,development,correct,False,False,2869875,2869875,,
INV-H1-000465,465,development,correct,False,False,3242265,3242265,,
INV-H1-000466,466,development,correct,False,False,4118773,4118773,,
INV-H1-000467,467,development,correct,False,False,1593117,1593117,,
INV-H1-000468,468,development,correct,False,False,2322788,2322788,,
INV-H1-000469,469,development,review,False,True,,3459640,,service_match_unresolved
INV-H1-000470,470,development,review,False,True,,1483021,,volume_discount_uncertain
INV-H1-000471,471,development,correct,False,False,3544700,3544700,,
INV-H1-000472,472,development,correct,False,False,3796850,3796850,,
INV-H1-000473,473,development,review,False,True,,246400,,service_match_unresolved
INV-H1-000474,474,development,correct,False,False,4779128,4779128,,
INV-H1-000475,475,development,review,False,True,,5031578,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H1-000476,476,development,review,False,True,,2133950,,service_match_unresolved
INV-H1-000477,477,development,review,False,True,,5055131,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000478,478,development,review,False,True,,2966845,,service_match_unresolved
INV-H1-000479,479,development,correct,False,False,1168772,1168772,,
INV-H1-000480,480,development,review,False,True,,1479076,,service_match_unresolved
INV-H1-000481,481,development,correct,False,False,1713420,1713420,,
INV-H1-000482,482,held_aside,correct,False,False,4322390,4322390,,
INV-H1-000457,483,development,erroneous,True,True,,1922972,invoice_arithmetic|invoice_identifier|record_join|service_date|unit_basis,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|retention_or_payable_quantity_requires_review
INV-H1-000484,484,development,correct,False,False,3236961,3236961,,
INV-H1-000485,485,development,review,False,True,,3268863,,service_match_unresolved|volume_discount_uncertain
INV-H1-000486,486,development,correct,False,False,2381026,2381026,,
INV-H1-000487,487,development,correct,False,False,4225949,4225949,,
INV-H1-000488,488,held_aside,correct,False,False,2827787,2827787,,
INV-H1-000489,489,held_aside,review,False,True,,2573703,,volume_discount_uncertain
INV-H1-000490,490,development,correct,False,False,4113835,4113835,,
INV-H1-000491,491,development,review,False,True,,5588687,,service_match_unresolved
INV-H1-000492,492,held_aside,correct,False,False,3432865,3432865,,
INV-H1-000493,493,development,correct,False,False,2157125,2157125,,
INV-H1-000494,494,development,correct,False,False,3822326,3822326,,
INV-H1-000495,495,development,review,False,True,,4051133,,volume_discount_uncertain
INV-H1-000496,496,development,review,False,True,,2393178,,delivered_quantity_or_duplicate_identity_uncertain|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000497,497,held_aside,review,False,True,,2763008,,service_match_unresolved
INV-H1-000498,498,development,correct,False,False,2472768,2472768,,
INV-H1-000499,499,held_aside,review,False,True,,1807388,,volume_discount_uncertain
INV-H1-000500,500,development,correct,False,False,1796300,1796300,,
INV-H1-000501,501,held_aside,review,False,True,,6302858,,volume_discount_uncertain
INV-H1-000502,502,development,correct,False,False,2888275,2888275,,
INV-H1-000503,503,held_aside,correct,False,False,2860075,2860075,,
INV-H1-000504,504,development,review,False,True,,2609985,,volume_discount_uncertain
INV-H1-000505,505,development,correct,False,False,1186370,1186370,,
INV-H1-000506,506,development,review,False,True,,2647008,,service_match_unresolved
INV-H1-000507,507,development,correct,False,False,3104690,3104690,,
INV-H1-000508,508,development,correct,False,False,3881260,3881260,,
INV-H1-000509,509,development,correct,False,False,2951276,2951276,,
INV-H1-000510,510,development,review,False,True,,2299574,,service_match_unresolved|volume_discount_uncertain
INV-H1-000511,511,development,review,False,True,,3387015,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H1-000512,512,development,correct,False,False,2026594,2026594,,
INV-H1-000513,513,development,correct,False,False,3102116,3102116,,
INV-H1-000514,514,development,correct,False,False,2518898,2518898,,
INV-H1-000515,515,development,review,False,True,,1165711,,volume_discount_uncertain
INV-H1-000516,516,held_aside,review,False,True,,1969332,,service_match_unresolved
INV-H1-000517,517,development,review,False,True,,2876061,,volume_discount_uncertain
INV-H1-000518,518,held_aside,review,False,True,,2667704,,volume_discount_uncertain
INV-H1-000519,519,development,review,False,True,,5679452,,volume_discount_uncertain
INV-H1-000520,520,development,correct,False,False,2528900,2528900,,
INV-H1-000521,521,held_aside,correct,False,False,4813865,4813865,,
INV-H1-000522,522,development,review,False,True,,2625449,,service_match_unresolved
INV-H1-000523,523,development,correct,False,False,1034967,1034967,,
INV-H1-000524,524,development,correct,False,False,1006925,1006925,,
INV-H1-000429,525,development,erroneous,True,True,,5458136,invoice_arithmetic|invoice_identifier|record_join|service_date,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000526,526,held_aside,review,False,True,,2853443,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000527,527,held_aside,review,False,True,,3024760,,volume_discount_uncertain
INV-H1-000528,528,development,review,False,True,,1888595,,volume_discount_uncertain
INV-H1-000529,529,development,review,False,True,,4992173,,service_match_unresolved
INV-H1-000530,530,development,correct,False,False,3123234,3123234,,
INV-H1-000531,531,development,correct,False,False,1439690,1439690,,
INV-H1-000532,532,development,correct,False,False,3725016,3725016,,
INV-H1-000533,533,development,correct,False,False,3678930,3678930,,
INV-H1-000534,534,development,correct,False,False,483200,483200,,
INV-H1-000535,535,development,correct,False,False,1985850,1985850,,
INV-H1-000536,536,development,review,False,True,,1528310,,service_match_unresolved
INV-H1-000537,537,development,correct,False,False,1414988,1414988,,
INV-H1-000538,538,development,correct,False,False,1508111,1508111,,
INV-H1-000539,539,development,correct,False,False,1673975,1673975,,
INV-H1-000540,540,development,review,False,True,,4232124,,service_match_unresolved
INV-H1-000541,541,development,correct,False,False,4089849,4089849,,
INV-H1-000542,542,held_aside,correct,False,False,4335500,4335500,,
INV-H1-000543,543,development,review,False,True,,4428745,,service_match_unresolved
INV-H1-000544,544,development,review,False,True,,3185449,,service_match_unresolved
INV-H1-000545,545,development,correct,False,False,1743882,1743882,,
INV-H1-000546,546,development,review,False,True,,2672776,,volume_discount_uncertain
INV-H1-000547,547,development,review,False,True,,2102654,,service_match_unresolved
INV-H1-000548,548,development,erroneous,True,True,,3621405,invoice_arithmetic|invoice_identifier|record_join|service_date,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000549,549,held_aside,review,False,True,,4857904,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000550,550,development,review,False,True,,4311642,,volume_discount_uncertain
INV-H1-000551,551,development,review,False,True,,4689193,,service_match_unresolved
INV-H1-000552,552,development,erroneous,True,True,,2780342,line_amount|line_arithmetic|service_date|unit_basis,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review
INV-H1-000553,553,held_aside,review,False,True,,3545592,,volume_discount_uncertain
INV-H1-000554,554,development,review,False,True,,2363230,,volume_discount_uncertain
INV-H1-000555,555,development,review,False,True,,3150657,,service_match_unresolved
INV-H1-000556,556,development,review,False,True,,5367737,,service_match_unresolved
INV-H1-000557,557,development,correct,False,False,2381206,2381206,,
INV-H1-000558,558,held_aside,correct,False,False,3257504,3257504,,
INV-H1-000559,559,held_aside,correct,False,False,871783,871783,,
INV-H1-000560,560,development,correct,False,False,4343939,4343939,,
INV-H1-000561,561,development,correct,False,False,1946700,1946700,,
INV-H1-000562,562,held_aside,review,False,True,,2391200,,service_match_unresolved
INV-H1-000563,563,development,review,False,True,,3402555,,service_match_unresolved
INV-H1-000564,564,held_aside,review,False,True,,3763741,,service_match_unresolved
INV-H1-000565,565,development,review,False,True,,3445946,,service_match_unresolved|volume_discount_uncertain
INV-H1-000566,566,development,correct,False,False,2069575,2069575,,
INV-H1-000567,567,development,review,False,True,,1279830,,service_match_unresolved
INV-H1-000568,568,development,correct,False,False,1385815,1385815,,
INV-H1-000569,569,development,review,False,True,,1566465,,service_match_unresolved
INV-H1-000570,570,development,review,False,True,,1249225,,service_match_unresolved
INV-H1-000571,571,development,erroneous,True,True,,1542190,line_arithmetic,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000572,572,development,correct,False,False,1345050,1345050,,
INV-H1-000573,573,development,correct,False,False,4519958,4519958,,
INV-H1-000574,574,development,correct,False,False,525025,525025,,
INV-H1-000575,575,development,correct,False,False,3019350,3019350,,
INV-H1-000576,576,development,review,False,True,,6857285,,volume_discount_uncertain
INV-H1-000577,577,development,correct,False,False,1738976,1738976,,
INV-H1-000578,578,development,correct,False,False,1106125,1106125,,
INV-H1-000579,579,development,correct,False,False,1017624,1017624,,
INV-H1-000580,580,development,review,False,True,,3088095,,volume_discount_uncertain
INV-H1-000581,581,held_aside,correct,False,False,420920,420920,,
INV-H1-000582,582,held_aside,correct,False,False,3845079,3845079,,
INV-H1-000583,583,held_aside,review,False,True,,2362365,,volume_discount_uncertain
INV-H1-000584,584,development,review,False,True,,4140383,,volume_discount_uncertain
INV-H1-000585,585,held_aside,review,False,True,,2558633,,volume_discount_uncertain
INV-H1-000586,586,development,correct,False,False,3849719,3849719,,
INV-H1-000587,587,development,correct,False,False,945025,945025,,
INV-H1-000588,588,development,correct,False,False,2671035,2671035,,
INV-H1-000589,589,development,review,False,True,,2579685,,volume_discount_uncertain
INV-H1-000590,590,development,review,False,True,,1505787,,service_match_unresolved
INV-H1-000591,591,development,review,False,True,,1075770,,volume_discount_uncertain
INV-H1-000592,592,held_aside,correct,False,False,3109557,3109557,,
INV-H1-000593,593,development,review,False,True,,5590229,,service_match_unresolved
INV-H1-000594,594,development,review,False,True,,4793514,,service_match_unresolved
INV-H1-000595,595,development,correct,False,False,1158720,1158720,,
INV-H1-000596,596,development,review,False,True,,3523860,,volume_discount_uncertain
INV-H1-000597,597,development,review,False,True,,2187710,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H1-000598,598,development,review,False,True,,1846199,,volume_discount_uncertain
INV-H1-000599,599,development,correct,False,False,1920921,1920921,,
INV-H1-000600,600,held_aside,review,False,True,,1088500,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000548,601,development,erroneous,True,True,,2115965,invoice_arithmetic|invoice_identifier|record_join|service_date,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000602,602,held_aside,correct,False,False,3950832,3950832,,
INV-H1-000603,603,development,review,False,True,,2135713,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000604,604,development,review,False,True,,3441942,,volume_discount_uncertain
INV-H1-000605,605,held_aside,correct,False,False,3888554,3888554,,
INV-H1-000606,606,held_aside,review,False,True,,1176485,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H1-000607,607,development,review,False,True,,5830363,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000608,608,development,review,False,True,,3565158,,volume_discount_uncertain
INV-H1-000609,609,development,correct,False,False,1484300,1484300,,
INV-H1-000610,610,development,review,False,True,,2375985,,volume_discount_uncertain
INV-H1-000611,611,held_aside,review,False,True,,3590888,,volume_discount_uncertain
INV-H1-000612,612,held_aside,correct,False,False,3505097,3505097,,
INV-H1-000613,613,development,review,False,True,,1626034,,volume_discount_uncertain
INV-H1-000614,614,development,review,False,True,,1460940,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000615,615,development,review,False,True,,2801128,,volume_discount_uncertain
INV-H1-000616,616,development,review,False,True,,5748500,,service_match_unresolved
INV-H1-000617,617,held_aside,correct,False,False,2600735,2600735,,
INV-H1-000618,618,development,correct,False,False,1400204,1400204,,
INV-H1-000619,619,development,erroneous,True,True,,4648783,line_amount|unit_price,service_match_unresolved
INV-H1-000620,620,development,correct,False,False,7140902,7140902,,
INV-H1-000621,621,development,review,False,True,,2708396,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000622,622,held_aside,correct,False,False,1015412,1015412,,
INV-H1-000623,623,development,correct,False,False,663475,663475,,
INV-H1-000624,624,development,correct,False,False,1860624,1860624,,
INV-H1-000625,625,held_aside,correct,False,False,4725499,4725499,,
INV-H1-000626,626,development,review,False,True,,4994700,,service_match_unresolved
INV-H1-000627,627,development,review,False,True,,2863080,,volume_discount_uncertain
INV-H1-000628,628,development,correct,False,False,4203380,4203380,,
INV-H1-000629,629,development,erroneous,True,False,3852708,3852708,contract_number,
INV-H1-000630,630,development,correct,False,False,2093686,2093686,,
INV-H1-000631,631,development,correct,False,False,1118472,1118472,,
INV-H1-000632,632,development,correct,False,False,2340620,2340620,,
INV-H1-000633,633,development,review,False,True,,2240596,,service_match_unresolved
INV-H1-000634,634,development,review,False,True,,2457120,,service_match_unresolved
INV-H1-000635,635,held_aside,erroneous,True,True,,1782497,line_amount|unit_basis|unit_price,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000636,636,development,correct,False,False,2374500,2374500,,
INV-H1-000637,637,development,review,False,True,,3005350,,service_match_unresolved
INV-H1-000638,638,development,correct,False,False,1080593,1080593,,
INV-H1-000639,639,development,review,False,True,,1582634,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000640,640,development,correct,False,False,3547303,3547303,,
INV-H1-000641,641,development,review,False,True,,3930631,,service_match_unresolved
INV-H1-000642,642,development,correct,False,False,4331980,4331980,,
INV-H1-000643,643,development,correct,False,False,4148836,4148836,,
INV-H1-000644,644,development,correct,False,False,2695347,2695347,,
INV-H1-000645,645,development,correct,False,False,1936535,1936535,,
INV-H1-000646,646,development,erroneous,True,False,2974340,2952045,exclusion_window|invoice_amount|line_amount|unit_price,
INV-H1-000647,647,development,correct,False,False,2769575,2769575,,
INV-H1-000648,648,development,correct,False,False,2171482,2171482,,
INV-H1-000649,649,development,correct,False,False,2071024,2071024,,
INV-H1-000650,650,development,erroneous,True,True,,1706534,service_date,delivered_quantity_or_duplicate_identity_uncertain|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review
INV-H1-000651,651,development,correct,False,False,2851295,2851295,,
INV-H1-000652,652,development,correct,False,False,1919263,1919263,,
INV-H1-000653,653,development,correct,False,False,3441128,3441128,,
INV-H1-000654,654,development,review,False,True,,4721388,,service_match_unresolved
INV-H1-000655,655,development,review,False,True,,5073640,,service_match_unresolved
INV-H1-000656,656,development,correct,False,False,3242574,3242574,,
INV-H1-000657,657,held_aside,review,False,True,,4217639,,service_match_unresolved
INV-H1-000658,658,development,review,False,True,,1292375,,service_match_unresolved
INV-H1-000659,659,development,erroneous,True,True,,3686985,line_amount|service_date|unit_price,invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review
INV-H1-000660,660,development,review,False,True,,735150,,service_match_unresolved
