invoice_id,invoice_record_index,decision,known_violation,reasons
INV-H4-000465,465,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000469,469,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000471,471,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000473,473,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|hospital_4_duplicate_correction_unspecified|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review
INV-H4-000474,474,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000475,475,review,False,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|hospital_4_contractual_unit_unresolved|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000476,476,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000477,477,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000479,479,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000480,480,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000481,481,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000482,482,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000483,483,erroneous,True,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000484,484,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000489,489,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000490,490,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000493,493,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000494,494,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000496,496,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000501,501,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000502,502,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000504,504,erroneous,True,bundle_eligibility_uncertain|contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000506,506,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000507,507,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000508,508,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000509,509,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000510,510,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000512,512,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved
INV-H4-000515,515,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000520,520,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000522,522,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000523,523,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000524,524,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000526,526,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000527,527,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000528,528,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H4-000529,529,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000530,530,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000531,531,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000532,532,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000533,533,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000534,534,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000536,536,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000539,539,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000541,541,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000542,542,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000545,545,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000546,546,review,False,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000549,549,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000551,551,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000552,552,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000555,555,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000560,560,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000562,562,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000563,563,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000564,564,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000565,565,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000567,567,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000568,568,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000569,569,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000573,573,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000575,575,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000576,576,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H4-000577,577,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000579,579,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000581,581,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000582,582,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000584,584,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000587,587,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000588,588,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000589,589,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000590,590,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H4-000594,594,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000595,595,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000597,597,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000599,599,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000600,600,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000601,601,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000602,602,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000605,605,review,False,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000607,607,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review
INV-H4-000607,787,erroneous,True,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review
INV-H4-000608,608,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000609,609,erroneous,True,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000610,610,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000611,611,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000612,612,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000613,613,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000615,615,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000616,616,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000621,621,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000623,623,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000624,624,erroneous,True,expected_total_unknown|volume_discount_uncertain
INV-H4-000625,625,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000626,626,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000628,628,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000633,633,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000635,635,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000636,636,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000637,637,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000638,638,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000639,639,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000640,640,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000641,641,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000644,644,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000647,647,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000648,648,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain
INV-H4-000652,652,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000654,654,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000655,655,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000657,657,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000658,658,erroneous,True,bundle_eligibility_uncertain|contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|hospital_4_contractual_unit_unresolved|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000659,659,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000660,660,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000661,661,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000662,662,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000663,663,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000664,664,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000665,665,erroneous,True,expected_total_unknown|service_match_unresolved
INV-H4-000666,666,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000668,668,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000671,671,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000674,674,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000676,676,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000677,677,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000678,678,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000679,679,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000680,680,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved
INV-H4-000684,684,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000686,686,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000690,690,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000691,691,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H4-000692,692,erroneous,True,expected_total_unknown|volume_discount_uncertain
INV-H4-000693,693,erroneous,True,expected_total_unknown|hospital_4_contractual_unit_unresolved|hospital_4_duplicate_correction_unspecified|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000694,694,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000695,695,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000696,696,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000698,698,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000699,699,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000700,700,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000701,701,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000702,702,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000705,705,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000706,706,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000708,708,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000713,713,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000714,714,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000715,715,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000716,716,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000720,720,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000724,724,erroneous,True,expected_total_unknown|hospital_4_contractual_unit_unresolved|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000725,725,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000727,727,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved
INV-H4-000729,729,review,False,bundle_eligibility_uncertain|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000731,731,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000734,734,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000737,737,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000738,738,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000739,739,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000740,740,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000742,742,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000743,743,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000745,745,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000746,746,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000751,751,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000752,752,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000755,755,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000756,756,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000758,758,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000760,760,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved
INV-H4-000762,762,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000763,763,review,False,bundle_eligibility_uncertain|exclusion_presence_uncertain|expected_total_unknown|hospital_4_contractual_unit_unresolved|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H4-000764,764,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000765,765,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000766,766,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000768,768,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000770,770,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000772,772,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000774,774,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000777,777,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000779,779,review,False,bundle_eligibility_uncertain|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H4-000781,781,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000782,782,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000783,783,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000784,784,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000785,785,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000786,786,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000793,793,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000794,794,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000795,795,review,False,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|hospital_4_contractual_unit_unresolved|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000798,798,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000801,801,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000802,802,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000804,804,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000805,805,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000807,807,review,False,expected_total_unknown|service_match_unresolved
INV-H4-000808,808,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000809,809,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000810,810,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000813,813,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000814,814,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
INV-H4-000815,815,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain
INV-H4-000817,817,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain
INV-H4-000818,818,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000819,819,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000820,820,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000822,822,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved|volume_discount_uncertain
INV-H4-000831,831,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000835,835,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review
INV-H4-000836,836,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000837,837,review,False,bundle_eligibility_uncertain|exclusion_presence_uncertain|expected_total_unknown|hospital_4_contractual_unit_unresolved|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H4-000838,838,review,False,expected_total_unknown|volume_discount_uncertain
INV-H4-000840,840,review,False,expected_total_unknown|hospital_4_contractual_unit_unresolved|service_match_unresolved
